repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study
aws-virginia	FI26902	10202684-0414-5ebe-a471-0c5826a488c2	BAM	f6140af682e752c22d0c8727e366b55d.bam	153765564395	7905daf5415e2bf534af871e1eba419b	6df94a48-7817-53df-9f6d-160b575e1d4f	DO23540	LIRI-JP	PCAWG
aws-virginia	FI12367	87e9c13e-819c-515d-b679-a80b254f3589	BAM	31182e00f43f2e2940f6fd4ce29e73d4.bam	126488136262	94a1d549ce01c957e964a57b75dc9e10	bd894a37-5c5f-5322-b65d-585e2f717894	DO50776	LIRI-JP	PCAWG
aws-virginia	FI12078	898259b6-83ca-5525-991b-7fb802a7d7fe	BAM	0be7b38c63ffc11ca241ab1ebda7defd.bam	173047545505	0be7b38c63ffc11ca241ab1ebda7defd	9faf030c-6329-56e0-9b2f-741b88ead886	DO45061	LINC-JP	PCAWG
aws-virginia	FI10553	46894983-36f2-5412-a88d-4ef5dc434f3b	BAM	7bb238641bb0e57ac1dd7076793e07e0.bam	160020911259	7bb238641bb0e57ac1dd7076793e07e0	56d07258-7398-5e82-8205-49190dbecb76	DO44744	LICA-FR	PCAWG
aws-virginia	FI10590	d743f0da-9289-544b-b887-829cdbc7bd73	BAM	bc6a9759fdc029cd9886522f3f5b9fad.bam	219330464048	bc6a9759fdc029cd9886522f3f5b9fad	f859e987-3373-5cc2-9c78-baec02667bf5	DO45075	LINC-JP	PCAWG
