repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study
aws-virginia	FI5241	7d45fc39-9eff-5718-b0d5-465819fe4a6b	BAM	PCAWG.c0c0d3b6-dd30-11e4-9c60-4680c254ba06.STAR.v1.bam	9841375138	9ce3e6c0359007ed3bea539bf673f8cf	599c9af6-89ad-5dd0-a90e-945f223136b8	DO47016	RECA-EU	PCAWG
aws-virginia	FI12863	7c2d0c8a-eba6-55a1-ac86-f17a4b01b337	BAM	PCAWG.4cf1f35a-dd32-11e4-ba86-a69fc254ba06.STAR.v1.bam	11166996943	e2594a5f62d554e974fa8cdf672a0e3d	5e692663-6932-51bb-b38d-6784384fe652	DO47159	RECA-EU	PCAWG
aws-virginia	FI12750	2172e33e-1fc3-5a90-893b-c9b82a2f7612	BAM	PCAWG.4f86b36c-dd3c-11e4-903e-879fc254ba06.TopHat2.v1.bam	5449378958	a44026a401c45e91c547d617936a38ce	31c327a2-9093-50d8-a4b8-4344aa596ade	DO46992	RECA-EU	PCAWG
aws-virginia	FI6597	367209a6-1d5f-5602-b91b-ca8a47bd9daa	BAM	PCAWG.c3844876-dd30-11e4-9ea1-9b80c254ba06.STAR.v1.bam	9162928731	c571d7bb3ce1877b01052fa18dbfa4c7	9812a642-38ea-5db2-a369-67155286f5b6	DO46834	RECA-EU	PCAWG
aws-virginia	FI6094	edac0ba0-c62d-551e-aee7-aaf35d3dc7ea	BAM	PCAWG.480ae108-dd37-11e4-8061-88a4c254ba06.TopHat2.v1.bam	5485376038	9474c96062c538989898f7a2e6e10ccc	62d226e9-a726-5b05-b8a0-4f9b6b9b77fb	DO46827	RECA-EU	PCAWG
