repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study
aws-virginia	FI19156	65b19274-de82-5001-9b93-87894148887e	BAM	3d2cd1ad55544244f85a61533fc7f7d8.bam	151558057365	3d2cd1ad55544244f85a61533fc7f7d8	b96cef04-120f-54b2-8da8-d79e339a2f60	DO46988	RECA-EU	PCAWG
aws-virginia	FI40637	832746e0-3c2c-57d2-b68e-4abf5ecf8fea	BAM	e2e17bc410e704685f9b957488b46b8f.bam	166619818575	e2e17bc410e704685f9b957488b46b8f	712e43bb-f5c7-5f35-adb1-2f1f32ee7c68	DO47249	RECA-EU	PCAWG
aws-virginia	FI40041	7b6ccc50-fba2-5473-84e1-a0211d6e7f26	BAM	e5eac9b0cae00e76859b824904ba5be8.bam	149266713226	e5eac9b0cae00e76859b824904ba5be8	5089e95a-a038-5322-8bd8-2e0891e6a2cb	DO46961	RECA-EU	PCAWG
aws-virginia	FI27625	6c4fd143-90d7-5c63-9b4d-7734341a83df	BAM	68076d4ceba4b3d7cc8fe0dcf9b2d6c6.bam	203268043645	68076d4ceba4b3d7cc8fe0dcf9b2d6c6	366f9147-a106-53cc-87c8-4a053cc63140	DO46844	RECA-EU	PCAWG
aws-virginia	FI52919	47f82667-8f40-5513-b174-071ea53f3f9d	BAM	1450d7cb4ab8c60be86146e108979e0b.bam	153803423777	1450d7cb4ab8c60be86146e108979e0b	c4ff2d71-f901-57b5-8eb3-5d8f59d9e149	DO47076	RECA-EU	PCAWG
aws-virginia	FI52937	da139621-08e0-5654-a03f-ffd72423540f	BAM	284fdcc3019f8581aa27df0316d13e86.bam	147505396307	284fdcc3019f8581aa27df0316d13e86	15d778af-3c8d-5783-b6a7-a72b12c9b490	DO46921	RECA-EU	PCAWG
aws-virginia	FI6602	569565a1-06da-5599-b860-6b38911fc084	BAM	e25a121804fbe800c7e64de63214d9b2.bam	170425183011	e25a121804fbe800c7e64de63214d9b2	fa7eee2e-6b9f-5c2d-bfae-1302bf76dc91	DO46834	RECA-EU	PCAWG
aws-virginia	FI378319	b2ddba3b-875a-5e3f-a310-2f7817f4844e	BAM	dc36cb274e112fe31f5f445526d1f70b.bam	188807564091	dc36cb274e112fe31f5f445526d1f70b	e2c1f621-eb17-56d7-af62-c6a5306e2c8d	DO47162	RECA-EU	PCAWG
aws-virginia	FI49360	0636c30e-5d83-5374-9a12-37a83780ba5a	BAM	f4302dd1f8bc7a028414ab256b8bbdb7.bam	192793117579	f4302dd1f8bc7a028414ab256b8bbdb7	c129bbd8-0445-5e80-840a-91d188cbc3d7	DO46853	RECA-EU	PCAWG
aws-virginia	FI38312	d733d741-2b6e-5ca3-af4b-79e40aa63a93	BAM	238c894d9126985d8950d584ea2da782.bam	165553265038	238c894d9126985d8950d584ea2da782	dc951539-0bbc-5013-9fc2-4d3841b1944f	DO47064	RECA-EU	PCAWG
